PART_ID;PART_DESCRIPTION;Acting;Additional Feature;Application;Blow Characteristic;Body Breadth (mm);Body Height (mm);Body Length or Diameter (mm);Current Rating;Fuse Material;Fuse Size;JESD-609 Code;Joule-integral-Nom (J);LC Risk;Maximum AC Voltage Rating;Maximum DC Voltage Rating;Maximum Power Dissipation;Mounting;Mounting Feature;Number of Terminals;Operating Temperature-Max (Cel);Operating Temperature-Min (Cel);Physical Dimension;Pre-arcing time-Min (ms);Product Diameter;Product Length;Rated Breaking Capacity (A);Rated Current (A);Rated Voltage (V);Rated Voltage(AC) (V);Rated Voltage(DC) (V)
A544;;Very Fast;;Motor Circuit;;;;;3A;Epoxy;3.18 X 1.52 X 1.14mm;;;;32V;32V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A545;;Very Fast;;Motor Circuit;;;;;3A;Epoxy;3.18 X 1.52 X 1.14mm;;;;32V;32V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A546;Fuse Chip Very Fast Acting 3A 32V SMD Solder Pad 1206 Epoxy T/R CSA/UL ;Very Fast;;Motor Circuit;;;;;3A;Epoxy;3.18 X 1.52 X 1.14mm;;;High;32V;32V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A547;;Very Fast;;Motor Circuit;;;;;4A;Epoxy;3.18 X 1.52 X 1.14mm;;;;24V;24V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A548;Fuse Chip Very Fast Acting 4A 24V SMD Solder Pad 1206 Epoxy T/R CSA/UL ;Very Fast;;Motor Circuit;;;;;4A;Epoxy;3.18 X 1.52 X 1.14mm;;;High;24V;24V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A549;;Very Fast;;Motor Circuit;;;;;5A;Epoxy;3.18 X 1.52 X 1.14mm;;;;24V;24V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A550;;Very Fast;;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;;;;;7A;Epoxy;3.18 X 1.52 X 1.14mm;;;;24V;24V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A551;Fuse Chip Very Fast Acting 7A 24V SMD Solder Pad 1206 Epoxy T/R CSA/UL ;Very Fast;;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;;;;;7A;Epoxy;3.18 X 1.52 X 1.14mm;;;High;24V;24V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A552;Fuse Chip Very Fast Acting 7A 24V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Fuse, Very Fast Blow, 7A, 24VAC, 24VDC, 35A (IR), Surface Mount, 1206;Very Fast;RATED BREAKING CAPACITY AT 24 VDC: 35 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;1.52mm;1.14mm;3.18mm;7A;Epoxy;1206;e3;3.6J;Low;24V;24V;;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;3.18mm  x  1.52mm  x  1.14mm;;;3.18mm;35A;7A;24V;24V;24V
A553;Fuse Chip Very Fast Acting 7A 24V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Fuse, Very Fast Blow, 7A, 24VAC, 24VDC, 35A (IR), Surface Mount, 1206;Very Fast;;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;1.52mm;1.14mm;3.18mm;7A;Epoxy;3.18 X 1.52 X 1.14mm;e3;3.6J;Low;;24V;;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;3.18mm  x  1.52mm  x  1.14mm;;;3.18mm;35A;7A;24V;24V;24V
A554;;Very Fast;;Motor Circuit;;;;;1.5A;Epoxy;3.18 X 1.52 X 1.14mm;;;;63V;63V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A555;Fuse Chip Very Fast Acting 1.5A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL ;Very Fast;;Motor Circuit;;;;;1.5A;Epoxy;3.18 X 1.52 X 1.14mm;;;High;63V;63V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A556;;Very Fast;;Motor Circuit;;;;;2.5A;Epoxy;3.18 X 1.52 X 1.14mm;;;;32V;32V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A557;Fuse Chip Very Fast Acting 2.5A 32V SMD Solder Pad 1206 Epoxy T/R CSA/UL ;Very Fast;;Motor Circuit;;;;;2.5A;Epoxy;3.18 X 1.52 X 1.14mm;;;High;32V;32V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A558;;Very Fast;;Motor Circuit;;;;;1.25A;Epoxy;3.18 X 1.52 X 1.14mm;;;;63V;63V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A559;Fuse Chip Very Fast Acting 0.125A 125V SMD Solder Pad 1206 Epoxy T/R CSA/UL ;Very Fast;;Motor Circuit;;;;;1.25A;Epoxy;3.18 X 1.52 X 1.14mm;;;High;63V;63V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A560;;Very Fast;;Motor Circuit;;;;;1.75A;Epoxy;3.18 X 1.52 X 1.14mm;;;;63V;63V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A561;Fuse Chip Very Fast Acting 1.75A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL ;Very Fast;;Motor Circuit;;;;;1.75A;Epoxy;3.18 X 1.52 X 1.14mm;;;High;63V;63V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A562;;Very Fast;;Motor Circuit;;;;;0.2A;Epoxy;3.18 X 1.52 X 1.14mm;;;;125V;125V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A563;Fuse Chip Very Fast Acting 0.2A 125V SMD Solder Pad 1206 Epoxy T/R CSA/UL ;Very Fast;;Motor Circuit;;;;;0.2A;Epoxy;3.18 X 1.52 X 1.14mm;;;High;125V;125V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A564;;Very Fast;;Motor Circuit;;;;;0.25A;Epoxy;3.18 X 1.52 X 1.14mm;;;;125V;125V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A565;Fuse Chip Very Fast Acting 0.25A 125V SMD Solder Pad 1206 Epoxy T/R CSA/UL ;Very Fast;;Motor Circuit;;;;;0.25A;Epoxy;3.18 X 1.52 X 1.14mm;;;High;125V;125V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A566;;Very Fast;;Motor Circuit;;;;;0.375A;Epoxy;3.18 X 1.52 X 1.14mm;;;;125V;125V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A567;;Very Fast;;Motor Circuit;;;;;0.5A;Epoxy;3.18 X 1.52 X 1.14mm;;;;63V;63V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A568;Fuse Chip Very Fast Acting 0.5A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL ;Very Fast;;Motor Circuit;;;;;0.5A;Epoxy;3.18 X 1.52 X 1.14mm;;;High;63V;63V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A569;;Very Fast;;Motor Circuit;;;;;0.75A;Epoxy;3.18 X 1.52 X 1.14mm;;;;63V;63V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A570;Fuse Chip Very Fast Acting 0.75A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL ;Very Fast;;Motor Circuit;;;;;0.75A;Epoxy;3.18 X 1.52 X 1.14mm;;;High;63V;63V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A571;;;;;TIME LAG;1.52mm;1.14mm;3.18mm;;;1206;;;High;;;;;;;125Cel;-55Cel;3.18mm  x  1.52mm  x  1.14mm;;;;50A;1A;63V;;
A572;;Slow Blow;;Motor Circuit;;;;;2A;Epoxy;3.18 X 1.52 X 1.14mm;;;;63V;63V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A573;Fuse Chip Slow Blow Acting 3.15A 32V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Fuse;Slow Blow;;Motor Circuit;;;;;3.15A;Epoxy;3.18 X 1.52 X 1.14mm;;;Low;;32V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A574;Fuse 1.5A 63V Slow Blow Acting 2-Pin Electric Fuse, Time Lag Blow, 1.5A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206;Slow Blow;PRE ARCING TIME: OPEN WITHIN 0.002 SEC AT 800% 1.5A;Motor Circuit;TIME LAG;1.52mm;1.14mm;3.18mm;1.5A;Epoxy;3.18 X 1.52 X 1.14mm;;0.298J;High;63V;63V;;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;3.18mm  x  1.52mm  x  1.14mm;;;3.18mm;50A;1.5A;63V;63V;63V
A575;Fuse Chip Slow Blow Acting 1.5A 63V SMD Solder Pad 1206 Epoxy T/R CSA Electric Fuse, Slow Blow, 1.5A, 63VAC, 63VDC, 50A (IR), Surface Mount;Slow Blow;;Motor Circuit;SLOW;1.52mm;1.14mm;3.18mm;1.5A;Epoxy;3.18 X 1.52 X 1.14mm;e0;0.298J;High;63V;63V;;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;3.18mm  x  1.52mm  x  1.14mm;;;3.18mm;50A;1.5A;;63V;63V
A576;;;;;;;;;;;;;;High;;;;;;;;;;;;;;;;;
A577;;Slow Blow;;Motor Circuit;;;;;0.5A;Epoxy;3.18 X 1.52 X 1.14mm;;;;63V;63V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A578;Fuse Chip Slow Blow Acting 0.5A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Fuse, Slow Blow, 0.5A, 63VAC, 63VDC, 50A (IR), Surface Mount;Slow Blow;;Motor Circuit;SLOW;1.52mm;1.14mm;3.18mm;0.5A;Epoxy;3.18 X 1.52 X 1.14mm;e0;0.0305J;High;63V;63V;;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;3.18mm  x  1.52mm  x  1.14mm;;;3.18mm;50A;0.5A;;63V;63V
A579;;;;Motor Circuit;;;;;2A;;;;;;;;;;;2;;;;;;;;;;;
A580;;;;Motor Circuit;;;;;1.5A;;;;;;;;;;;2;;;;;;;;;;;
A581;;;;Motor Circuit;;;;;0.25A;;;;;;;;;;;2;;;;;;;;;;;
A582;;;;Motor Circuit;;;;;0.375A;;;;;;;;;;;2;;;;;;;;;;;
A583;;;;Motor Circuit;;;;;0.75A;;;;;;;;;;;2;;;;;;;;;;;
A584;;;RATED BREAKING CAPACITY AT 63 VDC: 50 A;;VERY FAST;1.52mm;0.58mm;3.18mm;;;;e0;0.035J;High;;;;;SURFACE MOUNT;;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;;50A;1A;;63V;63V
A585;Fuse Chip Very Fast Acting 1A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Fuse, Very Fast Blow, 1A, 63VAC, 63VDC, 50A (IR), Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 63 VDC: 50 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;1.52mm;0.58mm;3.18mm;1A;Epoxy;3.18 X 1.52 X 0.58mm;e0;0.035J;High;63V;63V;;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;3.18mm;50A;1A;;63V;63V
A586;;;RATED BREAKING CAPACITY AT 63 VDC: 50 A;;VERY FAST;1.52mm;0.58mm;3.18mm;;;;e0;0.23J;High;;;;;SURFACE MOUNT;;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;;50A;2A;;63V;63V
A587;;Very Fast;;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;;;;;2A;Epoxy;3.18 X 1.52 X 0.58mm;;;;63V;63V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A588;Fuse Chip Very Fast Acting 2A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Fuse, Very Fast Blow, 2A, 63VAC, 63VDC, 50A (IR), Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 63 VDC: 50 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;1.52mm;0.58mm;3.18mm;2A;Epoxy;3.18 X 1.52 X 0.58mm;e0;0.23J;High;63V;63V;;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;3.18mm;50A;2A;;63V;63V
A589;;;RATED BREAKING CAPACITY AT 32 VDC: 50 A;;VERY FAST;1.52mm;0.58mm;3.18mm;;;;e0;0.7J;High;;;;;SURFACE MOUNT;;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;;50A;3A;;32V;32V
A590;Fuse Chip Very Fast Acting 3A 32V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Fuse, Very Fast Blow, 3A, 32VAC, 32VDC, 50A (IR), Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 32 VDC: 50 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;1.52mm;0.58mm;3.18mm;3A;Epoxy;3.18 X 1.52 X 0.58mm;e0;0.7J;High;32V;32V;;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;3.18mm;50A;3A;;32V;32V
A591;;;RATED BREAKING CAPACITY AT 24 VDC: 50 A;;VERY FAST;1.52mm;0.58mm;3.18mm;;;;e0;1.024J;High;;;;;SURFACE MOUNT;;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;;50A;4A;;24V;24V
A592;Fuse Chip Very Fast Acting 4A 24V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Fuse, Very Fast Blow, 4A, 24VAC, 24VDC, 50A (IR), Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 24 VDC: 50 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;1.52mm;0.58mm;3.18mm;4A;Epoxy;3.18 X 1.52 X 0.58mm;e0;1.024J;High;24V;24V;;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;3.18mm;50A;4A;;24V;24V
A593;;;RATED BREAKING CAPACITY AT 24 VDC: 50 A;;VERY FAST;1.52mm;0.58mm;3.18mm;;;;e0;1.6J;High;;;;;SURFACE MOUNT;;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;;50A;5A;;24V;24V
A594;Fuse Chip Very Fast Acting 5A 24V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Fuse, Very Fast Blow, 5A, 24VAC, 24VDC, 50A (IR), Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 24 VDC: 50 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;1.52mm;0.58mm;3.18mm;5A;Epoxy;3.18 X 1.52 X 0.58mm;e0;1.6J;High;24V;24V;;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;3.18mm;50A;5A;;24V;24V
A595;;;RATED BREAKING CAPACITY AT 24 VDC: 50 A;;VERY FAST;1.52mm;0.58mm;3.18mm;;;;e0;3.969J;High;;;;;SURFACE MOUNT;;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;;50A;7A;;24V;24V
A596;Fuse Chip Very Fast Acting 1.5A 63V SMD Solder Pad 1206 Epoxy CSA/UL Electric Fuse, Very Fast Blow, 1.5A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206;Very Fast;RATED BREAKING CAPACITY AT 63 VDC: 50 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;1.52mm;0.58mm;3.18mm;1.5A;Epoxy;3.18 X 1.52mm;e0;0.125J;High;63V;63V;;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;3.18mm;50A;1.5A;63V;63V;63V
A597;Fuse Chip Very Fast Acting 1.5A 63V SMD Solder Pad 1206 Epoxy T/R CSA Electric Fuse, Very Fast Blow, 1.5A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206;Very Fast;RATED BREAKING CAPACITY AT 63 VDC: 50 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;1.52mm;0.58mm;3.18mm;1.5A;Epoxy;3.18 X 1.52 X 0.58mm;e0;0.125J;High;63V;63V;;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;3.18mm;50A;1.5A;63V;63V;63V
A598;Fuse Chip Very Fast Acting 2.5A 32V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Fuse, Very Fast Blow, 2.5A, 32VAC, 32VDC, 50A (IR), Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 32 VDC: 50 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;1.52mm;0.58mm;3.18mm;2.5A;Epoxy;3.18 X 1.52 X 0.58mm;e0;0.5J;High;32V;32V;;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;3.18mm;50A;2.5A;;32V;32V
A599;Fuse 0.125A 125V Very Fast Acting 2-Pin SMD Electric Fuse, Very Fast Blow, 1.25A, 63VAC, 63VDC, 50A (IR), Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 63 VDC: 50 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;1.52mm;0.58mm;3.18mm;0.125A;Epoxy;3.18 X 1.52mm;e0;0.065J;High;125V;125V;;;SURFACE MOUNT;;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;;50A;1.25A;;63V;63V
A600;;Very Fast;;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;;;;;0.125A;Epoxy;3.18 X 1.52 X 0.58mm;;;;125V;125V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A601;Fuse Chip Very Fast Acting 0.125A 125V SMD Solder Pad 1206 Epoxy T/R CSA Electric Fuse, Very Fast Blow, 0.125A, 125VAC, 125VDC, 50A (IR), Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 63 VDC: 50 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;1.52mm;0.58mm;3.18mm;1.25A;Epoxy;3.18 X 1.52 X 0.58mm;e0;0.065J;High;63V;63V;;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;3.18mm;50A;1.25A;;63V;63V
A602;;;RATED BREAKING CAPACITY AT 63 VDC: 50 A;;VERY FAST;1.52mm;0.58mm;3.18mm;;;;e0;0.15J;High;;;;;SURFACE MOUNT;;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;;50A;1.75A;;63V;63V
A603;Fuse Chip Very Fast Acting 1.75A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Fuse, Very Fast Blow, 1.75A, 63VAC, 63VDC, 50A (IR), Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 63 VDC: 50 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;1.52mm;0.58mm;3.18mm;1.75A;Epoxy;3.18 X 1.52 X 0.58mm;e0;0.15J;High;63V;63V;;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;3.18mm;50A;1.75A;;63V;63V
A604;;;RATED BREAKING CAPACITY AT 125 VDC: 50 A;;VERY FAST;1.52mm;0.58mm;3.18mm;;;;e0;0.00055J;High;;;;;SURFACE MOUNT;;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;;50A;0.2A;;125V;125V
A605;;Very Fast;;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;;;;;0.2A;Epoxy;3.18 X 1.52 X 0.58mm;;;;125V;125V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A606;Fuse Chip Very Fast Acting 0.2A 125V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Fuse, Very Fast Blow, 0.2A, 125VAC, 125VDC, 50A (IR), Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;1.52mm;0.58mm;3.18mm;0.2A;Epoxy;3.18 X 1.52 X 0.58mm;e0;0.00055J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;3.18mm;50A;0.2A;;125V;125V
A607;;Very Fast;;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;;;;;0.25A;Epoxy;3.18 X 1.52mm;;;;125V;125V;;;;;;;;;;;;;;;
A608;Fuse Chip Very Fast Acting 0.25A 125V SMD Solder Pad 1206 Epoxy T/R CSA Electric Fuse, Very Fast Blow, 0.25A, 125VAC, 125VDC, 50A (IR), Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;1.52mm;0.58mm;3.18mm;0.25A;Epoxy;3.18 X 1.52 X 0.58mm;e0;0.001J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;3.18mm;50A;0.25A;;125V;125V
A609;;;RATED BREAKING CAPACITY AT 125 VDC: 50 A;;VERY FAST;1.52mm;0.58mm;3.18mm;;;;e0;0.0028J;High;;;;;SURFACE MOUNT;;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;;50A;0.375A;;125V;125V
A610;;Very Fast;;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;;;;;0.375A;Epoxy;3.18 X 1.52 X 0.58mm;;;;125V;125V;;Surface Mount;;2;;;;;;3.18mm;;;;;
A611;Fuse Chip Very Fast Acting 0.375A 125V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Fuse, Very Fast Blow, 0.375A, 125VAC, 125VDC, 50A (IR), Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;1.52mm;0.58mm;3.18mm;0.375A;Epoxy;3.18 X 1.52 X 0.58mm;e0;0.0028J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;3.18mm;50A;0.375A;;125V;125V
A612;Fuse Chip Very Fast Acting 0.5A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Fuse, Very Fast Blow, 0.5A, 63VAC, 63VDC, 50A (IR), Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 63 VDC: 50 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;1.52mm;0.58mm;3.18mm;0.5A;Epoxy;3.18 X 1.52 X 0.58mm;e0;0.006J;High;63V;63V;;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;3.18mm;50A;0.5A;;63V;63V
A613;Fuse Chip Very Fast Acting 0.6A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Fuse, Very Fast Blow, 0.6A, 63VAC, 63VDC, 50A (IR), Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 63 VDC: 50 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;1.52mm;0.58mm;3.18mm;0.6A;Epoxy;3.18 X 1.52 X 0.58mm;e0;0.0131J;High;63V;63V;;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;3.18mm;50A;0.6A;;63V;63V
A614;Fuse Chip Very Fast Acting 0.75A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Fuse, Very Fast Blow, 0.75A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206;Very Fast;RATED BREAKING CAPACITY AT 63 VDC: 50 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;1.52mm;0.58mm;3.18mm;0.75A;Epoxy;3.18 X 1.52 X 0.58mm;e0;0.017J;High;63V;63V;;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;3.18mm;50A;0.75A;63V;63V;63V
A615;Fuse Chip Very Fast Acting 0.8A 63V SMD Solder Pad 1206 Epoxy T/R CSA/UL Electric Fuse, Very Fast Blow, 0.8A, 63VAC, 63VDC, 50A (IR), Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 63 VDC: 50 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;1.52mm;0.58mm;3.18mm;0.8A;Epoxy;3.18 X 1.52 X 0.58mm;e0;0.0305J;High;63V;63V;;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;3.18mm  x  1.52mm  x  0.58mm;;;3.18mm;50A;0.8A;;63V;63V
A616;;;RATED BREAKING CAPACITY AT 32 VDC: 50 A;;VERY FAST;0.81mm;0.31mm;1.6mm;;;;e0;0.021J;High;;;;;SURFACE MOUNT;;90Cel;-55Cel;1.6mm  x  0.81mm  x  0.31mm;;;;50A;1A;;32V;32V
A617;Fuse Chip Very Fast Acting 1A 32V SMD Solder Pad 0603 Epoxy T/R CSA/UL Electric Fuse, Very Fast Blow, 1A, 32VAC, 32VDC, 50A (IR), Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 32 VDC: 50 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;0.81mm;0.31mm;1.6mm;1A;Epoxy;1.6 X 0.81 X 0.31mm;e3;0.0212J;High;32V;32V;;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;1.6mm  x  0.81mm  x  0.31mm;;;1.6mm;50A;1A;;32V;32V
A618;Fuse Chip Very Fast Acting 1A 32V SMD Solder Pad 0603 Epoxy T/R CSA/UL ;Very Fast;;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;;;;;1A;Epoxy;1.6 X 0.81 X 0.31mm;;;High;32V;32V;;Surface Mount;;2;;;;;;1.6mm;;;;;
A619;;;RATED BREAKING CAPACITY AT 32 VDC: 35 A;;VERY FAST;0.81mm;0.31mm;1.6mm;;;;e0;0.104J;High;;;;;SURFACE MOUNT;;90Cel;-55Cel;1.6mm  x  0.81mm  x  0.31mm;;;;35A;2A;;32V;32V
A620;Fuse Chip Very Fast Acting 2A 32V SMD Solder Pad 0603 Epoxy T/R CSA/UL Electric Fuse, Very Fast Blow, 2A, 32VAC, 32VDC, 35A (IR), Surface Mount;Very Fast;RATED BREAKING CAPACITY AT 32 VDC: 35 A;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;VERY FAST;0.81mm;0.31mm;1.6mm;2A;Epoxy;1.6 X 0.81 X 0.31mm;e3;0.104J;High;32V;32V;;Surface Mount;SURFACE MOUNT;2;90Cel;-55Cel;1.6mm  x  0.81mm  x  0.31mm;;;1.6mm;35A;2A;;32V;32V
A621;Fuse Chip Very Fast Acting 2A 32V SMD Solder Pad 0603 Epoxy T/R CSA/UL ;Very Fast;;Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive;;;;;2A;Epoxy;1.6 X 0.81 X 0.31mm;;;High;32V;32V;;Surface Mount;;2;;;;;;1.6mm;;;;;
