PART_ID;PART_DESCRIPTION;Acting;Additional Feature;Application;Blow Characteristic;Body Breadth (mm);Body Height (mm);Body Length or Diameter (mm);Current Rating;Fuse Material;Fuse Size;JESD-609 Code;Joule-integral-Nom (J);LC Risk;Maximum AC Voltage Rating;Maximum DC Voltage Rating;Maximum Power Dissipation;Mounting;Mounting Feature;Number of Terminals;Operating Temperature-Max (Cel);Operating Temperature-Min (Cel);Physical Dimension;Pre-arcing time-Min (ms);Product Diameter;Product Length;Rated Breaking Capacity (A);Rated Current (A);Rated Voltage (V);Rated Voltage(AC) (V);Rated Voltage(DC) (V)
A51;Fuses PN Electric Fuse, Time Lag Blow, 8A, 250VAC, 150VDC, 1000A (IR), Surface Mount;;RATED BREAKING CAPACITY AT 150 VDC: 1500 A;;TIME LAG;;20mm;5.2mm;;;5 X 20mm;e4;268J;Low;;;;;SURFACE MOUNT;;125Cel;-55Cel;5.2mm  x  20mm;10ms;;;1000A;8A;;250V;150V
A52;Fuse Miniature Slow Blow Acting 8A 250V Holder Cartridge Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Fuse, Time Lag Blow, 8A, 250VAC, 150VDC, 1000A (IR), Surface Mount;Slow Blow;RATED BREAKING CAPACITY AT 150 VDC: 1500 A;Motor Circuit;TIME LAG;;20mm;5.2mm;8A;Ceramic;5 X 20mm;e4;268J;Low;250V;150V;4W;Holder;SURFACE MOUNT;2;125Cel;-55Cel;5.2mm  x  20mm;10ms;5.2mm;20mm;1000A;8A;;250V;150V
A53;Fuse Miniature Slow Blow Acting 10A 250V Holder Cartridge Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Fuse, Time Lag Blow, 10A, 250VAC, 150VDC, 1000A (IR), Surface Mount;Slow Blow;RATED BREAKING CAPACITY AT 150 VDC: 1500 A;Motor Circuit;TIME LAG;;20mm;5.2mm;10A;Ceramic;5 X 20mm;e4;400J;Low;250V;150V;4W;Holder;SURFACE MOUNT;2;125Cel;-55Cel;5.2mm  x  20mm;10ms;5.2mm;20mm;1000A;10A;;250V;150V
A54;Fuses PN Electric Fuse, Time Lag Blow, 10A, 250VAC, 150VDC, 1000A (IR), Surface Mount;;RATED BREAKING CAPACITY AT 150 VDC: 1500 A;;TIME LAG;;20mm;5.2mm;;;5 X 20mm;e4;400J;Low;;;;;SURFACE MOUNT;;125Cel;-55Cel;5.2mm  x  20mm;10ms;;;1000A;10A;;250V;150V
A55;Fuse Miniature Slow Blow Acting 10A 250V Holder Cartridge Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Fuse, Time Lag Blow, 10A, 250VAC, 150VDC, 1000A (IR), Surface Mount;Slow Blow;RATED BREAKING CAPACITY AT 150 VDC: 1500 A;Motor Circuit;TIME LAG;;20mm;5.2mm;10A;Ceramic;5 X 20mm;e2;400J;Low;250V;150V;4W;Holder;SURFACE MOUNT;2;125Cel;-55Cel;5.2mm  x  20mm;10ms;5.2mm;20mm;1000A;10A;;250V;150V
A56;Fuse Miniature Slow Blow Acting 12.5A 250V Holder Cartridge Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Fuse, Time Lag Blow, 12.5A, 250VAC, 125VDC, 500A (IR), Surface Mount;Slow Blow;RATED BREAKING CAPACITY AT 125 VDC: 1500 A;Motor Circuit;TIME LAG;;20mm;5.2mm;12.5A;Ceramic;5 X 20mm;e4;563J;Low;250V;125V;;Holder;SURFACE MOUNT;2;125Cel;-55Cel;5.2mm  x  20mm;20ms;5.2mm;20mm;500A;12.5A;;250V;125V
A57;Fuse Miniature Slow Blow Acting 12.5A 250V Holder Cartridge Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Fuse, Time Lag Blow, 12.5A, 250VAC, 125VDC, 500A (IR), Surface Mount;Slow Blow;RATED BREAKING CAPACITY AT 125 VDC: 1500 A;Motor Circuit;TIME LAG;;20mm;5.2mm;12.5A;Ceramic;5 X 20mm;e4;563J;Low;250V;125V;;Holder;SURFACE MOUNT;2;125Cel;-55Cel;5.2mm  x  20mm;20ms;5.2mm;20mm;500A;12.5A;;250V;125V
A58;Fuse Miniature Slow Blow Acting 16A 250V Holder Cartridge Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Fuse, Time Lag Blow, 16A, 250VAC, 125VDC, 500A (IR), Surface Mount;Slow Blow;RATED BREAKING CAPACITY AT 125 VDC: 1500 A;Motor Circuit;TIME LAG;;20mm;5.2mm;16A;Ceramic;5 X 20mm;e4;1272J;Low;250V;125V;;Holder;SURFACE MOUNT;2;125Cel;-55Cel;5.2mm  x  20mm;20ms;5.2mm;20mm;500A;16A;;250V;125V
A59;Fuse Miniature Slow Blow Acting 16A 250V Holder Cartridge Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Fuse, Time Lag Blow, 16A, 250VAC, 125VDC, 500A (IR), Surface Mount;Slow Blow;RATED BREAKING CAPACITY AT 125 VDC: 1500 A;Motor Circuit;TIME LAG;;20mm;5.2mm;16A;Ceramic;5 X 20mm;e4;1272J;Low;250V;125V;;Holder;SURFACE MOUNT;2;125Cel;-55Cel;5.2mm  x  20mm;20ms;5.2mm;20mm;500A;16A;;250V;125V
A60;Fuse Miniature Slow Blow Acting 16A 250V Holder Cartridge Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Fuse, Time Lag Blow, 16A, 250VAC, 125VDC, 500A (IR), Surface Mount;Slow Blow;RATED BREAKING CAPACITY AT 125 VDC: 1500 A;Motor Circuit;TIME LAG;;20mm;5.2mm;16A;Ceramic;5 X 20mm;e2;1272J;Low;250V;125V;;Holder;SURFACE MOUNT;2;125Cel;-55Cel;5.2mm  x  20mm;20ms;5.2mm;20mm;500A;16A;;250V;125V
A61;;Fast;;Motor Circuit;;;;;1A;Glass;5 X 15mm;;;;250V;;;;;;;;;;;;;;;;
A62;;Fast;;Motor Circuit;;;;;2A;Glass;5 X 15mm;;;;250V;;;;;;;;;;;;;;;;
A63;Fuse Holder 20A 500VAC Solder Lug Panel Mount Box FUSE ACCESSORY, FUSE HOLDER;;;;;;;;20@(CSA/UL)|10@VDEA;;5mm X 20mm|6.3mm X 32mm;;;Low;;;;Panel Mount;;;;;;;;49mm;;;;;
A64;Fuse Holder 16A 250VAC Solder Lug Through Hole Box ROTARY SWITCH-;;;;;;;;16@(CSA/UL)|10@VDEA;;6.3mm X 32mm;;;Low;;;;Through Hole;;;;;;;;;;;;;
A65;Fuse Holder 16A 250VAC Solder Lug Through Hole Box ROTARY SWITCH-;;;;;;;;16@(CSA/UL)|10@VDEA;;6.3mm X 32mm;;;Low;;;;Through Hole;;;;;;;;;;;;;
A66;Fuse Holder 20A 250VAC Solder Lug Panel Mount Box FUSE ACCESSORY;;;;;;;;20@UL|10@VDEA;;5mm X 20mm|6.3mm X 32mm;;;Low;;;;Panel Mount;;;;;;;16.2mm;45mm;;;;;
A67;Fuse Holder 20A 250VAC Quick Connect Panel Mount Box FUSE ACCESSORY;;;;;;;;20@UL|10@VDEA;;5mm X 20mm|6.3mm X 32mm;;;Low;;;;Panel Mount;;;;;;;16.2mm;46.5mm;;;;;
A68;Fuse Holder 30A 500VAC Through Hole Pin Box FUSE ACCESSORY;;;;;;;;30@(CSA/UL)|16@VDEA;;6.3mm X 32mm;;;Low;;;;Through Hole;;;;;;;14.9mm;;;;;;
A69;Fuse Holder 6.3A 250VAC Solder Through Hole Box FUSE ACCESSORY, FUSE CLIP;;;;;;;;6.3A;;5mm X 20mm;;;Low;;;;Through Hole;;;;;;;9.5mm;31mm;;;;;
A70;Fuse Holder 12A 250VAC Pin Through Hole Box FUSE ACCESSORY, FUSE HOLDER;;;;;;;;12@UL|10@VDEA;;5mm X 20mm;;;Low;;;;Through Hole;;;;;;;;31.5mm;;;;;
A71;Fuse Holder 16A 250VAC Through Hole Pin Box FUSE ACCESSORY, FUSE HOLDER;;;;;;;;16@(CSA/UL)|10@VDEA;;5mm X 20mm|6.3mm X 32mm;;;Low;;;;Through Hole;;;;;;;;45mm;;;;;
A72;Fuse Holder 10A 250VAC Panel Mount Quick Connect Box Fuses/Accessories;;;;;;;;10@(CSA/UL)|10@VDEA;;5mm X 20mm;;;Low;;;;Panel Mount;;;;;;;16.2mm;35.1mm;;;;;
A73;Fuse Holder 6.3A 250V Pin Through Hole Box FUSE ACCESSORY, FUSE HOLDER;;;;;;;;6.3@(CSA/UL)A;;;;;Low;;;;Through Hole;;;;;;;9.5mm;;;;;;
A74;Fuse Holder Surface Mount Tapend Reel Fuses/Accessories;;;;;;;;;;;;;Low;;;;Surface Mount;;;;;;;;12mm;;;;;
A75;Fuse Holder Surface Mount Tapend Reel Fuses/Accessories;;;;;;;;;;;;;Low;;;;Surface Mount;;;;;;;;12mm;;;;;
A76;Fuse Holder 10A 250V Snap-In Through Hole Box FUSE ACCESSORY, FUSE HOLDER;;;;;;;;10A;;5mm X 20mm;;;Low;;;;Through Hole;;;;;;;;22.5mm;;;;;
A77;Fuse Holder 10A 500VDC Clip Holder Box FUSE ACCESSORY;;;;;;;;10@(CSA/UL)|10@VDEA;;5mm X 20mm;;;Low;;;;Holder;;;;;;;;25mm;;;;;
A78;Fuse Holder 10A 500VDC Clip Holder Box FUSE ACCESSORY;;;;;;;;10@(CSA/UL)|10@VDEA;;5mm X 20mm;;;Low;;;;Holder;;;;;;;;25mm;;;;;
A79;Fuse Holder 10A 500VDC Clip Holder Box FUSE ACCESSORY;;;;;;;;10@(CSA/UL)|10@VDEA;;5mm X 20mm;;;Low;;;;Holder;;;;;;;;25mm;;;;;
A80;Fuse Holder 10A 500VDC Clip Holder Box FUSE ACCESSORY;;;;;;;;10@(CSA/UL)|10@VDEA;;5mm X 20mm;;;Low;;;;Holder;;;;;;;;25mm;;;;;
A81;Fuse Miniature Very Fast Acting 8A 250V Holder Cartridge 5 X 20mm Ceramic Box Electric Fuse, Super Fast Blow, 8A, 250VAC, 1500A (IR), Inline/holder, 5x20mm;Very Fast;;Motor Circuit;SUPER FAST;;20mm;5.2mm;8A;Ceramic;5x20mm;e2;8.32J;Low;250V;;2.8(Typ)W;Holder;INLINE/HOLDER;2;85Cel;-40Cel;5.2mm  x  20mm;2ms;5.2mm;20mm;1500A;8A;250V;250V;
A82;Fuse Miniature Very Fast Acting 6.3A 250V Holder Cartridge 6.3 X 32mm Glass Box Electric Fuse, Super Fast Blow, 6.3A, 250VAC, 1500A (IR), Inline/holder;Very Fast;;Semiconductor Protection|Test Equipment;SUPER FAST;;31.8mm;6.35mm;6.3A;Glass;6.3 X 32mm;;2400J;Low;250V;;2.4(Typ)W;Holder;INLINE/HOLDER;2;85Cel;-40Cel;6.35mm  x  31.8mm;2ms;6.35mm;31.8mm;1500A;6.3A;;250V;
A83;;Fast;;Motor Circuit;;;;;4A;Glass;5 X 20mm;;;;;;0.01W;;;;;;;;;;;;;;
A84;Fuse 0.002A 250V Fast Acting 2-Pin Box Fuse;Fast;;Primary Protection In Equipment;;;;;0.002A;Glass;5 X 20mm;;;Low;250V;;1.6W;;;;;;;;;;;;;;
A85;;Fast;;Primary Protection In Equipment;;;;;0.004A;Glass;5 X 20mm;;;;250V;;1.6W;;;;;;;;;;;;;;
A86;;Fast;;Primary Protection In Equipment;;;;;0.007A;Glass;5 X 20mm;;;;250V;;1.6W;;;;;;;;;;;;;;
A87;;Fast;;Primary Protection In Equipment;;;;;0.01A;Glass;5 X 20mm;;;;250V;;1.6W;;;;;;;;;;;;;;
A88;;Fast;;Primary Protection In Equipment;;;;;0.014A;Glass;5 X 20mm;;;;250V;;1.6W;;;;;;;;;;;;;;
A89;Fuse Miniature Fast Acting 1A 250V Axial 5 X 20mm Glass Box Electric Fuse, Very Fast Blow, 1A, 250VAC, 35A (IR), Through Hole;Fast;;Motor Circuit;VERY FAST;;22.5mm;5.4mm;1A;Glass;5 X 20mm;e3;1.13J;Low;250V;;;Through Hole;THROUGH HOLE;2;125Cel;-55Cel;5.4mm  x  22.5mm;20ms;5.8mm;21.2(Max)mm;35A;1A;250V;250V;
A90;Fuse Miniature Fast Acting 1A 250V Axial 5 X 20mm Glass T/R Electric Fuse, Very Fast Blow, 1A, 250VAC, 35A (IR), Through Hole;Fast;;Motor Circuit;VERY FAST;;22.5mm;5.4mm;1A;Glass;5 X 20mm;e3;1.13J;Low;250V;;;Through Hole;THROUGH HOLE;2;125Cel;-55Cel;5.4mm  x  22.5mm;20ms;5.8mm;21.2(Max)mm;35A;1A;250V;250V;
A91;Miniature Fuse, 5 X 20 mm, Quick-Acting F, L, 250 VAC Electric Fuse, Fast Blow, 1.6A, 250VAC, 35A (IR), Inline/holder, 5x20mm;;;;FAST;;20mm;5.2mm;;;5x20mm;;2.94J;Low;;;;Holder;INLINE/HOLDER;2;125Cel;-55Cel;5.2mm  x  20mm;10ms;5.2mm;20mm;35A;1.6A;250V;250V;
A92;Fuse Miniature Fast Acting 3.15A 250V Holder Cartridge 5 X 20mm Glass CCC/PSE/VDE/cULus Electric Fuse, Fast Blow, 3.15A, 250VAC, 35A (IR), Inline/holder, 5x20mm;Fast;;Primary Protection In Equipment;FAST;;20mm;5.2mm;3.15A;Glass;5x20mm;e2;16.1J;Low;250V;;2.5W;Holder;INLINE/HOLDER;2;125Cel;-55Cel;5.2mm  x  20mm;10ms;5.2mm;20mm;35A;3.15A;250V;250V;
A93;Fuse Miniature Fast Acting 8A 250V Holder Cartridge 5 X 20mm Glass PSE/VDE/cULus Electric Fuse, Fast Blow, 8A, 250VAC, 80A (IR), Inline/holder, 5x20mm;Fast;;Primary Protection In Equipment;FAST;;20mm;5.2mm;8A;Glass;5x20mm;;93.4J;Low;250V;;4W;Holder;INLINE/HOLDER;2;125Cel;-55Cel;5.2mm  x  20mm;10ms;5.2mm;20mm;80A;8A;250V;250V;
A94;;;;;FAST;;20mm;5.2mm;;;5x20mm;;0.00028J;Low;;;;;INLINE/HOLDER;;125Cel;-55Cel;5.2mm  x  20mm;3ms;;;35A;0.063A;250V;250V;
A95;;;;Primary Protection In Equipment;;;;;;;5 X 20mm;;;;;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A96;;Medium Time Delay;;Motor Circuit;;;;;0.63A;Glass;5 X 20mm;;;;250V;125V;0.2(Typ)W;;;;;;;;;;;;;;
A97;Fuse Miniature Slow Blow Acting 1.6A 250V Holder Cartridge 5 X 20mm Ceramic Box Electric Fuse, Medium Time Lag Blow, 1.6A, 250VAC, 125VDC, 1000A (IR), Inline/holder;Slow Blow;RATED BREAKING CAPACITY AT 125 VDC: 1000 A;Motor Circuit;MEDIUM TIME LAG;;20mm;5.2mm;1.6A;Ceramic;5 X 20mm;;3.33J;Low;250V;;0.6(Typ)W;Holder;INLINE/HOLDER;2;85Cel;-40Cel;5.2mm  x  20mm;5ms;5.2mm;20mm;1000A;1.6A;;250V;125V
A98;Fuse Miniature Medium Time Delay Acting 2.5A 250V Holder Cartridge 5 X 20mm Ceramic Box Electric Fuse, Medium Time Lag Blow, 2.5A, 250VAC, 125VDC, 1000A (IR), Inline/holder;Medium Time Delay;RATED BREAKING CAPACITY AT 125 VDC: 1000 A;Motor Circuit;MEDIUM TIME LAG;;20mm;5.2mm;2.5A;Ceramic;5 X 20mm;;10.9J;Low;250V;125V;0.8(Typ)W;Holder;INLINE/HOLDER;2;85Cel;-40Cel;5.2mm  x  20mm;5ms;5.2mm;20mm;1000A;2.5A;;250V;125V
A99;Non Resettable Fuses Electric Fuse, Medium Time Lag Blow, 4A, 250VAC, 125VDC, 1000A (IR), Inline/holder;;RATED BREAKING CAPACITY AT 125 VDC: 1000 A;;MEDIUM TIME LAG;;20mm;5.2mm;;;;;35.2J;Low;;;;Holder;INLINE/HOLDER;2;85Cel;-40Cel;5.2mm  x  20mm;5ms;5.2mm;20mm;1000A;4A;;250V;125V
A100;Fuse Miniature Slow Blow Acting 6.3A 250V Holder Cartridge 5 X 20mm Ceramic Box Electric Fuse, Medium Time Lag Blow, 6.3A, 250VAC, 125VDC, 1000A (IR), Inline/holder;Slow Blow;RATED BREAKING CAPACITY AT 125 VDC: 1000 A;Motor Circuit;MEDIUM TIME LAG;;20mm;5.2mm;6.3A;Ceramic;5 X 20mm;;159J;Low;250V;;1.7(Typ)W;Holder;INLINE/HOLDER;2;85Cel;-40Cel;5.2mm  x  20mm;5ms;5.2mm;20mm;1000A;6.3A;;250V;125V
A101;;Slow Blow;;Motor Circuit;;;;;10A;Ceramic;5 X 20mm;;;;250V;;;;;;;;;;;;;;;;
A102;;Medium Time Delay;;Motor Circuit;;;;;10A;Ceramic;5 X 20mm;;;;250V;125V;2.3(Typ)W;;;;;;;;;;;;;;
A103;;Slow Blow;;Primary Protection In Equipment;;;;;4A;Glass;5 X 20mm;;;;250V;;1.6W;;;;;;;;;;;;;;
A104;Fuse Miniature Slow Blow Acting 0.08A 250V Holder Cartridge 5 X 20mm Glass Box CCC/VDE/cULus Electric Fuse;Slow Blow;;Primary Protection In Equipment;;;;;0.08A;Glass;5 X 20mm;e2;;Low;250V;;1.6W;Holder;;2;;;;;5.2mm;20mm;;;;;
A105;Miniature Fuse, 5 X 20 mm, Time-Lag T, L, 250 VAC Electric Fuse;;;;;;;;;;;e2;;Low;;;;Holder;;2;;;;;5.2mm;20mm;;;;;
A106;Fuse Miniature Slow Blow Acting 1A 250V Holder Cartridge 5 X 20mm Glass Box CCC/PSE/VDE/cULus Electric Fuse;Slow Blow;;Primary Protection In Equipment;;;;;1A;Glass;5 X 20mm;;;Low;250V;;1.6W;Holder;;2;;;;;5.2mm;20mm;;;;;
A107;Fuse Miniature Slow Blow Acting 2A 250V Axial 5.4 X 22.5mm Glass Bulk cULus Electric Fuse, Time Lag Blow, 2A, 250VAC, 35A (IR), Through Hole;Slow Blow;;Primary Protection on PCB;TIME LAG;;22.5mm;5.4mm;2A;Glass;5.4 X 22.5mm;e3;16J;Low;250V;;1.6W;Through Hole;THROUGH HOLE;2;125Cel;-55Cel;5.4mm  x  22.5mm;20ms;5.4mm;22.5(Max)mm;35A;2A;;250V;
A108;Fuse Miniature Slow Blow Acting 2.5A 250V Holder Cartridge 5 X 20mm Glass Box CCC/PSE/VDE/cULus Electric Fuse;Slow Blow;;Primary Protection In Equipment;;;;;2.5A;Glass;5 X 20mm;e2;;Low;250V;;1.6W;Holder;;2;;;;;5.2mm;20mm;;;;;
A109;Fuse Miniature Slow Blow Acting 4A 250V Holder Cartridge 5 X 20mm Glass Box CCC/PSE/VDE/cULus Electric Fuse;Slow Blow;;Primary Protection on PCB;;;;;4A;Glass;5 X 20mm;e2;;Low;250V;;1.6W;Holder;;2;;;;;5.2mm;20mm;;;;;
A110;Fuse Miniature Slow Blow Acting 6.3A 250V Holder Cartridge 5 X 20mm Glass Box CCC/PSE/VDE/cULus Electric Fuse, Time Lag Blow, 6.3A, 250VAC, 63A (IR), L, Inline/holder, 5x20mm;Slow Blow;;Primary Protection In Equipment;TIME LAG;;20mm;5.2mm;6.3A;Glass;5x20mm;e2;190J;Low;250V;;1.6W;Holder;INLINE/HOLDER;2;125Cel;-55Cel;5.2mm  x  20mm;20ms;5.2mm;20mm;63A;6.3A;250V;250V;
A111;Miniature Fuse, 5 X 20 mm, Time-Lag T, L, 250 VAC Electric Fuse, Time Lag Blow, 10A, 250VAC, 100A (IR), L, Inline/holder, 5x20mm;;;;TIME LAG;;20mm;5.2mm;;;5x20mm;e2;520J;Low;;;;Holder;INLINE/HOLDER;2;125Cel;-55Cel;5.2mm  x  20mm;20ms;5.2mm;20mm;100A;10A;250V;250V;
A112;Fuse Miniature Slow Blow Acting 16A 250V Holder Cartridge 5 X 20mm Glass Box PSE/VDE/cULus Electric Fuse, Time Lag Blow, 16A, 250VAC, 160A (IR), L, Inline/holder, 5x20mm;Slow Blow;;Primary Protection In Equipment;TIME LAG;;20mm;5.2mm;16A;Glass;5x20mm;e2;1638J;Low;250V;;3.3(Typ)W;Holder;INLINE/HOLDER;2;125Cel;-55Cel;5.2mm  x  20mm;20ms;5.2mm;20mm;160A;16A;250V;250V;
A113;;;;Primary Protection In Equipment;;;;;;Glass;5 X 20mm;;;;;;;;;;;;;;;;;;;;
A114;Fuse Miniature Slow Blow Acting 2A 250V Holder Cartridge 6.3 X 32mm Glass Box CSA Electric Fuse, Time Lag Blow, 2A, 250VAC, 35A (IR), Inline/holder;Slow Blow;;Industrial Electronic;TIME LAG;;31.8mm;6.35mm;2A;Glass;6.3 X 32mm;;27J;Low;250V;;0.2(Typ)W;Holder;INLINE/HOLDER;2;85Cel;-40Cel;6.35mm  x  31.8mm;200ms;6.35mm;31.8mm;35A;2A;250V;250V;
A115;Fuse Miniature Slow Blow Acting 20A 250V Holder Cartridge 6.3 X 32mm Glass Box CSA Electric Fuse, Time Lag Blow, 20A, 250VAC, 200A (IR), Inline/holder;Slow Blow;;Industrial Electronic;TIME LAG;;31.8mm;6.35mm;20A;Glass;6.3 X 32mm;;3520J;Low;250V;;3.3(Typ)W;Holder;INLINE/HOLDER;2;85Cel;-40Cel;6.35mm  x  31.8mm;300ms;6.35mm;31.8mm;200A;20A;250V;250V;
A116;Fuse Miniature Slow Blow Acting 1.25A 250V Holder Cartridge 5 X 20mm Glass Box cULus Electric Fuse, Time Lag Blow, 1.25A, 250VAC, 100A (IR), Inline/holder;Slow Blow;;Motor Circuit;TIME LAG;;20mm;5.2mm;1.25A;Glass;5 X 20mm;;1.54J;Low;250V;;0.288(Typ)W;Holder;INLINE/HOLDER;2;85Cel;-40Cel;5.2mm  x  20mm;5000ms;5.2mm;20mm;100A;1.25A;;250V;
A117;;;;;VERY FAST;;20mm;5.2mm;;;;;0.00078J;Low;;;;;INLINE/HOLDER;;85Cel;-40Cel;5.2mm  x  20mm;120000ms;;;35A;0.05A;;250V;
A118;;;;;VERY FAST;;20mm;5.2mm;;;;;40.8J;Low;;;;;INLINE/HOLDER;;85Cel;-40Cel;5.2mm  x  20mm;120000ms;;;200A;6.3A;;250V;
A119;Fuse Miniature Fast Acting 6.3A 250V Holder Cartridge Melf 5 X 20mm Glass Bulk cULus Electric Fuse, Very Fast Blow, 6.3A, 250VAC, 200A (IR), Inline/holder;Fast;;Motor Circuit;VERY FAST;;20mm;5.2mm;6.3A;Glass;5 X 20mm;;40.8J;Low;250V;;0.756(Typ)W;Holder;INLINE/HOLDER;2;85Cel;-40Cel;5.2mm  x  20mm;120000ms;5.2mm;20mm;200A;6.3A;;250V;
A120;Fuse Miniature Slow Blow Acting 1A 250V Holder Cartridge 5 X 20mm CSA/UL Fuse;Slow Blow;;Motor Circuit;;;;;1A;;5 X 20mm;;;Low;250V;;0.27W;Holder;;2;;;;;5.2mm;20mm;;;;;
A121;;Slow Blow;;Motor Circuit;;;;;2.25A;Glass;5 X 20mm;;;;250V;;1.2(Typ)W;;;;;;;;;;;;;;
A122;Fuse 1A 125V Fast Acting Electric Fuse, Very Fast Blow, 1A, 125VAC, 125VDC, 100A (IR), Through Hole;Fast;RATED BREAKING CAPACITY AT 125 VDC: 100 A;Motor Circuit;VERY FAST;;8.8mm;6.4mm;1A;Ceramic;;e3;0.07J;Low;;;0.1W;;THROUGH HOLE;;125Cel;-55Cel;6.4mm  x  8.8mm;4ms;;4.6mm;100A;1A;;125V;125V
A123;Fuse 0.063A 250V Super Time Lag Acting Fuse;Super Time Lag;;Motor Circuit;;;;;0.063A;;5 X 20mm;;;Low;250V;;1.6W;;;;;;;;;;;;;;
A124;;Super Time Lag;;Motor Circuit;;;;;0.08A;;5 X 20mm;;;;250V;;1.6W;;;;;;;;;;;;;;
A125;;Super Time Lag;;Motor Circuit;;;;;0.1A;;5 X 20mm;;;;250V;;1.6W;;;;;;;;;;;;;;
A126;;Super Time Lag;;Motor Circuit;;;;;0.125A;;5 X 20mm;;;;250V;;1.6W;;;;;;;;;;;;;;
A127;Fuse Misc, Non resettable fuses, Miniature Fuses, Typ FTT 5x20 Fuse;Super Time Lag;;Motor Circuit;;;;;2.5A;Glass;5 X 20mm;;;Low;250V;;0.85(Typ)W;Holder;;2;;;;;5.2mm;20mm;;;;;
A128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A132;;;;;TIME LAG;;20mm;5.2mm;;;;e4;102J;Low;;;;;SURFACE MOUNT;;125Cel;-55Cel;5.2mm  x  20mm;20ms;;;10A;5A;;250V;
A133;Fuse Miniature Slow Blow Acting 5A 250V Holder Cartridge 5 X 20mm Glass T/R CSA/VDE/cULus Electric Fuse, Time Lag Blow, 5A, 250VAC, 10A (IR), L, Surface Mount, 5x20mm;Slow Blow;;Primary Protection on SMD PCB;TIME LAG;;20mm;5.2mm;5A;Glass;5 X 20mm;e4;102J;Low;250V;;1.6W;Holder;SURFACE MOUNT;2;125Cel;-55Cel;5.2mm  x  20mm;20ms;5.2mm;20mm;10A;5A;250V;250V;
A134;Fuse Miniature Slow Blow Acting 10A 250V Holder Cartridge 5 X 20mm Glass T/R CSA/VDE/cULus Electric Fuse, Time Lag Blow, 10A, 250VAC, 10A (IR), L, Surface Mount, 5x20mm;Slow Blow;;Primary Protection on SMD PCB;TIME LAG;;20mm;5.2mm;10A;Glass;5 X 20mm;e4;520J;Low;250V;;4W;Holder;SURFACE MOUNT;2;125Cel;-55Cel;5.2mm  x  20mm;20ms;5.2mm;20mm;10A;10A;250V;250V;
A135;Fuse Subminiature Slow Blow Acting 0.1A 250V Radial 8.5 X 8.5mm Thermoplastic Bag CCC/CSA/PSE/UL/VDE/cULus Electric Fuse, Time Lag Blow, 0.1A, 250VAC, 125VDC, 35A (IR), Through Hole;Slow Blow;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Power Supply Adapter for Laptop|Primary Protection on PCB|Switching Mode Power Supply;TIME LAG;;8.5mm;8.5mm;0.1A;Thermoplastic;8.5 X 8.5mm;e3;0.08J;Low;250V;;0.17W;Through Hole;THROUGH HOLE;2;125Cel;-55Cel;8.5mm  x  8.5mm;20ms;8.5mm;;35A;0.1A;250V;250V;125V
A136;Fuse Subminiature Slow Blow Acting 2.5A 250V 8.5 X 8.5mm Thermoplastic CCC/PSE/VDE/cULus Electric Fuse, Time Lag Blow, 2.5A, 250VAC, 100A (IR), Through Hole;Slow Blow;;Primary Protection on PCB|Power Supply Adapter for laptop|Switching Mode Power Supply;TIME LAG;;9mm;8.5mm;2.5A;Thermoplastic;8.5 X 8.5mm;e3;32J;Low;250V;;1W;Through Hole;THROUGH HOLE;2;125Cel;-55Cel;8.5mm  x  9mm;20ms;8.5mm;;100A;2.5A;250V;250V;
A137;Fuse Subminiature Slow Blow Acting 6.3A 250V 8.5 X 8.5mm Thermoplastic Box CCC/PSE/VDE/cULus Electric Fuse, Time Lag Blow, 6.3A, 250VAC, 100A (IR), Through Hole;Slow Blow;;Primary Protection on PCB|Power Supply Adapter for laptop|Switching Mode Power Supply;TIME LAG;;9mm;8.5mm;6.3A;Thermoplastic;8.5 X 8.5mm;e3;262J;Low;250V;;;Through Hole;THROUGH HOLE;2;125Cel;-55Cel;8.5mm  x  9mm;20ms;8.5mm;;100A;6.3A;250V;250V;
A138;;Slow Blow;;Motor Circuit;;;;;0.125A;Ceramic;6.3 X 32mm;;;;250V;;0.48(Typ)W;;;;;;;;;;;;;;
A139;;Slow Blow;;Motor Circuit;;;;;10A;Ceramic;6.3 X 32mm;;;;250V;;2.15(Typ)W;;;;;;;;;;;;;;
A140;Fuse Clip 10A Through Hole Pin Bulk FUSE ACCESSORY, FUSE CLIP;;;;;;;;10A;;;;;Low;;;;Through Hole;;;;;;;;4.1mm;;;;;
